,Service_provider,technology,Download_Upload,Data_Speed(Kbps),signal_strength,Service_Area
566,VODAFONE,4G,download,1127,-79.0,UP East
567,VODAFONE,4G,download,13712,,UP East
568,VODAFONE,4G,download,9377,-71.0,UP East
569,VODAFONE,4G,download,2707,,UP East
570,VODAFONE,4G,download,1044,-67.0,UP East
571,VODAFONE,4G,download,17753,,UP East
572,VODAFONE,4G,download,4098,,UP East
573,VODAFONE,4G,download,7577,-73.0,UP East
574,VODAFONE,4G,download,3644,-73.0,UP East
575,VODAFONE,4G,download,3559,-59.0,UP East
576,VODAFONE,4G,download,2986,,UP East
577,VODAFONE,4G,download,6058,,UP East
578,VODAFONE,4G,download,1732,-69.0,UP East
579,VODAFONE,4G,download,21365,-81.0,UP East
580,VODAFONE,4G,download,19700,-81.0,UP East
581,VODAFONE,4G,download,49,-75.0,UP East
582,VODAFONE,4G,download,1818,-77.0,UP East
583,VODAFONE,4G,download,1023,-75.0,UP East
584,VODAFONE,4G,download,16264,,UP East
585,VODAFONE,4G,download,1412,-77.0,UP East
586,VODAFONE,4G,download,7237,-77.0,UP East
587,VODAFONE,4G,download,2594,,UP East
588,VODAFONE,4G,download,5682,-69.0,UP East
589,VODAFONE,4G,download,17837,,UP East
590,VODAFONE,4G,download,1438,-67.0,UP East
591,VODAFONE,4G,download,1832,-69.0,UP East
592,VODAFONE,4G,download,1364,-71.0,UP East
593,VODAFONE,4G,download,20331,-65.0,UP East
594,VODAFONE,4G,download,2819,-67.0,UP East
595,VODAFONE,4G,download,9436,-65.0,UP East
596,VODAFONE,4G,download,6322,,UP East
597,VODAFONE,4G,download,563,-73.0,UP East
598,VODAFONE,4G,download,4687,-75.0,UP East
599,VODAFONE,4G,download,2824,-75.0,UP East
600,VODAFONE,4G,download,21058,-67.0,UP East
601,VODAFONE,4G,download,5109,-67.0,UP East
602,VODAFONE,4G,download,5432,-67.0,UP East
603,VODAFONE,4G,download,2535,,UP East
604,VODAFONE,4G,download,2977,,UP East
605,VODAFONE,4G,download,2092,,UP East
606,VODAFONE,4G,download,693,-69.0,UP East
607,VODAFONE,4G,download,669,-75.0,UP East
608,VODAFONE,4G,download,2034,-67.0,UP East
609,VODAFONE,4G,download,217,,UP East
610,VODAFONE,4G,download,587,-71.0,UP East
611,VODAFONE,4G,download,2807,-67.0,UP East
612,VODAFONE,4G,download,1549,-69.0,UP East
613,VODAFONE,4G,download,1113,-71.0,UP East
614,VODAFONE,4G,download,803,-65.0,UP East
615,VODAFONE,4G,download,734,-67.0,UP East
616,VODAFONE,4G,download,30750,-67.0,UP East
617,VODAFONE,4G,download,3686,-73.0,UP East
618,VODAFONE,4G,download,11857,-69.0,UP East
619,VODAFONE,4G,download,1994,-73.0,UP East
620,VODAFONE,4G,download,17119,-65.0,UP East
621,VODAFONE,4G,download,15851,,UP East
622,VODAFONE,4G,download,8163,,UP East
623,VODAFONE,4G,download,3701,,UP East
624,VODAFONE,4G,download,12507,-79.0,UP East
625,VODAFONE,4G,download,13841,-79.0,UP East
626,VODAFONE,4G,download,10754,-77.0,UP East
627,VODAFONE,4G,download,764,-73.0,UP East
628,VODAFONE,4G,download,733,-71.0,UP East
629,VODAFONE,4G,download,916,-71.0,UP East
630,VODAFONE,4G,download,744,-69.0,UP East
631,VODAFONE,4G,download,535,-69.0,UP East
632,VODAFONE,4G,download,2569,,UP East
633,VODAFONE,4G,download,1995,,UP East
634,VODAFONE,4G,download,1646,-67.0,UP East
635,VODAFONE,4G,download,7492,-69.0,UP East
636,VODAFONE,4G,download,12865,-55.0,UP East
637,VODAFONE,4G,download,626,-71.0,UP East
638,VODAFONE,4G,download,831,-71.0,UP East
639,VODAFONE,4G,download,594,-67.0,UP East
640,VODAFONE,4G,download,1144,-69.0,UP East
641,VODAFONE,4G,download,495,-77.0,UP East
642,VODAFONE,4G,download,533,-75.0,UP East
643,VODAFONE,4G,download,3090,,UP East
644,VODAFONE,4G,download,1092,-77.0,UP East
645,VODAFONE,4G,download,772,-75.0,UP East
646,VODAFONE,4G,download,909,-77.0,UP East
647,VODAFONE,4G,download,978,-81.0,UP East
648,VODAFONE,4G,download,2713,-69.0,UP East
649,VODAFONE,4G,download,2996,-69.0,UP East
650,VODAFONE,4G,download,2596,-77.0,UP East
651,VODAFONE,4G,download,1803,-79.0,UP East
652,VODAFONE,4G,download,2314,,UP East
653,VODAFONE,4G,download,2776,-69.0,UP East
654,VODAFONE,4G,download,1601,-69.0,UP East
655,VODAFONE,4G,download,21199,-63.0,UP East
656,VODAFONE,4G,download,14294,,UP East
657,VODAFONE,4G,download,11301,,UP East
658,VODAFONE,4G,download,14493,-63.0,UP East
659,VODAFONE,4G,download,20376,-57.0,UP East
660,VODAFONE,4G,download,8889,-57.0,UP East
661,VODAFONE,4G,download,22710,-55.0,UP East
662,VODAFONE,4G,download,9437,-73.0,UP East
663,VODAFONE,4G,download,8578,-73.0,UP East
664,VODAFONE,4G,download,7301,,UP East
665,VODAFONE,4G,download,9741,-61.0,UP East
666,VODAFONE,4G,download,13867,-71.0,UP East
667,VODAFONE,4G,download,1432,-71.0,UP East
668,VODAFONE,4G,download,1071,-71.0,UP East
669,VODAFONE,4G,download,2526,-67.0,UP East
670,VODAFONE,4G,download,12000,,UP East
671,VODAFONE,4G,download,22895,-53.0,UP East
672,VODAFONE,4G,download,9816,,UP East
673,VODAFONE,4G,download,15862,,UP East
674,VODAFONE,4G,download,996,-71.0,UP East
675,VODAFONE,4G,download,2026,-67.0,UP East
676,VODAFONE,4G,download,3060,-67.0,UP East
677,VODAFONE,4G,download,1106,,UP East
678,VODAFONE,4G,download,901,-71.0,UP East
679,VODAFONE,4G,download,763,,UP East
680,VODAFONE,4G,download,656,-73.0,UP East
681,VODAFONE,4G,download,741,-73.0,UP East
682,VODAFONE,4G,download,1418,-67.0,UP East
683,VODAFONE,4G,download,16060,-57.0,UP East
684,VODAFONE,4G,download,23832,-57.0,UP East
685,VODAFONE,4G,download,15458,-55.0,UP East
686,VODAFONE,4G,download,8748,-59.0,UP East
687,VODAFONE,4G,download,13422,-53.0,UP East
688,VODAFONE,4G,download,2287,-69.0,UP East
689,VODAFONE,4G,download,3200,-71.0,UP East
690,VODAFONE,4G,download,9110,-73.0,UP East
691,VODAFONE,4G,download,5275,-69.0,UP East
692,VODAFONE,4G,download,1503,,UP East
693,VODAFONE,4G,download,4168,-73.0,UP East
694,VODAFONE,4G,download,3712,,UP East
695,VODAFONE,4G,download,2932,-67.0,UP East
696,VODAFONE,4G,download,2571,-69.0,UP East
697,VODAFONE,4G,download,9426,-69.0,UP East
698,VODAFONE,4G,download,388,-73.0,UP East
699,VODAFONE,4G,download,3651,-73.0,UP East
700,VODAFONE,4G,download,2945,-75.0,UP East
701,VODAFONE,4G,download,10919,-67.0,UP East
702,VODAFONE,4G,download,8997,-67.0,UP East
703,VODAFONE,4G,download,1861,-77.0,UP East
704,VODAFONE,4G,download,705,-69.0,UP East
705,VODAFONE,4G,download,4095,-69.0,UP East
706,VODAFONE,4G,download,2782,-71.0,UP East
707,VODAFONE,4G,download,24330,-57.0,UP East
708,VODAFONE,4G,download,23661,-55.0,UP East
709,VODAFONE,4G,download,27320,-57.0,UP East
710,VODAFONE,4G,download,27957,-55.0,UP East
711,VODAFONE,4G,download,24581,-57.0,UP East
712,VODAFONE,4G,download,25260,-55.0,UP East
713,VODAFONE,4G,download,12328,-57.0,UP East
714,VODAFONE,4G,download,16137,-57.0,UP East
715,VODAFONE,4G,download,11224,-51.0,UP East
716,VODAFONE,4G,download,5693,-57.0,UP East
717,VODAFONE,4G,download,5660,-57.0,UP East
718,VODAFONE,4G,download,4063,-59.0,UP East
719,VODAFONE,4G,download,1835,-59.0,UP East
720,VODAFONE,4G,download,1822,-57.0,UP East
721,VODAFONE,4G,download,2361,-55.0,UP East
722,VODAFONE,4G,download,3417,-55.0,UP East
723,VODAFONE,4G,download,6212,-55.0,UP East
724,VODAFONE,4G,download,7379,-55.0,UP East
725,VODAFONE,4G,download,2594,-57.0,UP East
726,VODAFONE,4G,download,4958,-53.0,UP East
727,VODAFONE,4G,download,925,-77.0,UP East
728,VODAFONE,4G,download,1568,-79.0,UP East
729,VODAFONE,4G,download,935,-75.0,UP East
730,VODAFONE,4G,download,561,-69.0,UP East
731,VODAFONE,4G,download,1887,-67.0,UP East
732,VODAFONE,4G,download,2628,,UP East
733,VODAFONE,4G,download,1554,-73.0,UP East
734,VODAFONE,4G,download,2363,-69.0,UP East
735,VODAFONE,4G,download,965,-71.0,UP East
736,VODAFONE,4G,download,3362,-69.0,UP East
737,VODAFONE,4G,download,33734,-65.0,UP East
738,VODAFONE,4G,download,31022,-67.0,UP East
739,VODAFONE,4G,download,15380,-69.0,UP East
740,VODAFONE,4G,download,14599,-73.0,UP East
741,VODAFONE,4G,download,4418,-59.0,UP East
742,VODAFONE,4G,download,11821,-67.0,UP East
743,VODAFONE,4G,download,1222,-67.0,UP East
744,VODAFONE,4G,download,1382,,UP East
745,VODAFONE,4G,download,3417,-77.0,UP East
746,VODAFONE,4G,download,362,,UP East
747,VODAFONE,4G,download,1707,-71.0,UP East
748,VODAFONE,4G,download,2182,,UP East
749,VODAFONE,4G,download,4926,,UP East
750,VODAFONE,4G,download,1621,-69.0,UP East
751,VODAFONE,4G,upload,12830,-67.0,UP East
752,VODAFONE,4G,upload,11364,-69.0,UP East
753,VODAFONE,4G,upload,18609,-71.0,UP East
754,VODAFONE,4G,upload,6770,-73.0,UP East
755,VODAFONE,4G,upload,1979,-67.0,UP East
756,VODAFONE,4G,upload,2561,-67.0,UP East
757,VODAFONE,4G,upload,466,-79.0,UP East
758,VODAFONE,4G,upload,1528,-79.0,UP East
759,VODAFONE,4G,upload,889,-75.0,UP East
760,VODAFONE,4G,upload,1108,-73.0,UP East
761,VODAFONE,4G,upload,2071,-77.0,UP East
762,VODAFONE,4G,upload,1516,-67.0,UP East
763,VODAFONE,4G,upload,245,-83.0,UP East
764,VODAFONE,4G,upload,496,,UP East
765,VODAFONE,4G,upload,1017,-73.0,UP East
766,VODAFONE,4G,upload,427,-71.0,UP East
767,VODAFONE,4G,upload,1821,,UP East
768,VODAFONE,4G,upload,226,,UP East
769,VODAFONE,4G,upload,1043,-71.0,UP East
770,VODAFONE,4G,upload,2677,-71.0,UP East
771,VODAFONE,4G,upload,5765,-81.0,UP East
772,VODAFONE,4G,upload,5079,-85.0,UP East
773,VODAFONE,4G,upload,3267,,UP East
774,VODAFONE,4G,upload,12,-71.0,UP East
775,VODAFONE,4G,upload,1469,-67.0,UP East
776,VODAFONE,4G,upload,3434,-75.0,UP East
777,VODAFONE,4G,upload,1898,-77.0,UP East
778,VODAFONE,4G,upload,2147,-77.0,UP East
779,VODAFONE,4G,upload,266,,UP East
780,VODAFONE,4G,upload,1068,-71.0,UP East
781,VODAFONE,4G,upload,1471,-81.0,UP East
782,VODAFONE,4G,upload,5294,-71.0,UP East
783,VODAFONE,4G,upload,4100,-69.0,UP East
784,VODAFONE,4G,upload,513,-69.0,UP East
785,VODAFONE,4G,upload,2780,-75.0,UP East
786,VODAFONE,4G,upload,4255,-69.0,UP East
787,VODAFONE,4G,upload,4674,-65.0,UP East
788,VODAFONE,4G,upload,1637,-71.0,UP East
789,VODAFONE,4G,upload,107,-73.0,UP East
790,VODAFONE,4G,upload,28,-75.0,UP East
791,VODAFONE,4G,upload,96,,UP East
792,VODAFONE,4G,upload,7949,,UP East
793,VODAFONE,4G,upload,3666,-67.0,UP East
794,VODAFONE,4G,upload,3306,-67.0,UP East
795,VODAFONE,4G,upload,1327,,UP East
796,VODAFONE,4G,upload,1124,-69.0,UP East
797,VODAFONE,4G,upload,559,-73.0,UP East
798,VODAFONE,4G,upload,225,-69.0,UP East
799,VODAFONE,4G,upload,187,,UP East
800,VODAFONE,4G,upload,7624,-67.0,UP East
801,VODAFONE,4G,upload,4569,,UP East
802,VODAFONE,4G,upload,4961,-75.0,UP East
803,VODAFONE,4G,upload,4502,,UP East
804,VODAFONE,4G,upload,2883,-69.0,UP East
805,VODAFONE,4G,upload,2330,-69.0,UP East
806,VODAFONE,4G,upload,5028,,UP East
807,VODAFONE,4G,upload,44,,UP East
808,VODAFONE,4G,upload,367,,UP East
809,VODAFONE,4G,upload,532,,UP East
810,VODAFONE,4G,upload,987,-71.0,UP East
811,VODAFONE,4G,upload,653,-73.0,UP East
812,VODAFONE,4G,upload,1,-71.0,UP East
813,VODAFONE,4G,upload,1024,-73.0,UP East
814,VODAFONE,4G,upload,54,,UP East
815,VODAFONE,4G,upload,222,-71.0,UP East
816,VODAFONE,4G,upload,2102,-67.0,UP East
817,VODAFONE,4G,upload,12,-81.0,UP East
818,VODAFONE,4G,upload,3196,-81.0,UP East
819,VODAFONE,4G,upload,2344,-73.0,UP East
820,VODAFONE,4G,upload,2138,-69.0,UP East
821,VODAFONE,4G,upload,1680,-69.0,UP East
822,VODAFONE,4G,upload,1504,-71.0,UP East
823,VODAFONE,4G,upload,1789,-69.0,UP East
824,VODAFONE,4G,upload,211,-77.0,UP East
825,VODAFONE,4G,upload,1798,-77.0,UP East
826,VODAFONE,4G,upload,813,,UP East
827,VODAFONE,4G,upload,925,-75.0,UP East
828,VODAFONE,4G,upload,475,-61.0,UP East
829,VODAFONE,4G,upload,357,-71.0,UP East
830,VODAFONE,4G,upload,489,-71.0,UP East
831,VODAFONE,4G,upload,63,-67.0,UP East
832,VODAFONE,4G,upload,580,,UP East
833,VODAFONE,4G,upload,237,-77.0,UP East
834,VODAFONE,4G,upload,227,-75.0,UP East
835,VODAFONE,4G,upload,82,-83.0,UP East
836,VODAFONE,4G,upload,53,-75.0,UP East
837,VODAFONE,4G,upload,647,-79.0,UP East
838,VODAFONE,4G,upload,376,-77.0,UP East
839,VODAFONE,4G,upload,375,,UP East
840,VODAFONE,4G,upload,941,-69.0,UP East
841,VODAFONE,4G,upload,526,-67.0,UP East
842,VODAFONE,4G,upload,863,-75.0,UP East
843,VODAFONE,4G,upload,1120,-79.0,UP East
844,VODAFONE,4G,upload,124,-75.0,UP East
845,VODAFONE,4G,upload,117,-81.0,UP East
846,VODAFONE,4G,upload,265,-69.0,UP East
847,VODAFONE,4G,upload,482,-59.0,UP East
848,VODAFONE,4G,upload,586,,UP East
849,VODAFONE,4G,upload,1331,,UP East
850,VODAFONE,4G,upload,869,-59.0,UP East
851,VODAFONE,4G,upload,1268,-57.0,UP East
852,VODAFONE,4G,upload,715,-61.0,UP East
853,VODAFONE,4G,upload,68,-55.0,UP East
854,VODAFONE,4G,upload,407,-73.0,UP East
855,VODAFONE,4G,upload,484,-69.0,UP East
856,VODAFONE,4G,upload,280,-77.0,UP East
857,VODAFONE,4G,upload,224,-61.0,UP East
858,VODAFONE,4G,upload,539,,UP East
859,VODAFONE,4G,upload,524,-71.0,UP East
860,VODAFONE,4G,upload,394,-71.0,UP East
861,VODAFONE,4G,upload,765,-67.0,UP East
862,VODAFONE,4G,upload,725,-79.0,UP East
863,VODAFONE,4G,upload,171,,UP East
864,VODAFONE,4G,upload,189,-79.0,UP East
865,VODAFONE,4G,upload,380,-77.0,UP East
866,VODAFONE,4G,upload,1069,-75.0,UP East
867,VODAFONE,4G,upload,1076,-67.0,UP East
868,VODAFONE,4G,upload,2618,-67.0,UP East
869,VODAFONE,4G,upload,400,,UP East
870,VODAFONE,4G,upload,518,-65.0,UP East
871,VODAFONE,4G,upload,222,-77.0,UP East
872,VODAFONE,4G,upload,817,-73.0,UP East
873,VODAFONE,4G,upload,518,-73.0,UP East
874,VODAFONE,4G,upload,381,-67.0,UP East
875,VODAFONE,4G,upload,662,-61.0,UP East
876,VODAFONE,4G,upload,381,-63.0,UP East
877,VODAFONE,4G,upload,523,-59.0,UP East
878,VODAFONE,4G,upload,1026,-61.0,UP East
879,VODAFONE,4G,upload,184,-59.0,UP East
880,VODAFONE,4G,upload,242,-73.0,UP East
881,VODAFONE,4G,upload,28,-71.0,UP East
882,VODAFONE,4G,upload,454,-73.0,UP East
883,VODAFONE,4G,upload,447,-69.0,UP East
884,VODAFONE,4G,upload,694,-71.0,UP East
885,VODAFONE,4G,upload,303,-71.0,UP East
886,VODAFONE,4G,upload,525,-67.0,UP East
887,VODAFONE,4G,upload,849,-67.0,UP East
888,VODAFONE,4G,upload,861,,UP East
889,VODAFONE,4G,upload,575,-71.0,UP East
890,VODAFONE,4G,upload,47,,UP East
891,VODAFONE,4G,upload,426,-73.0,UP East
892,VODAFONE,4G,upload,110,-69.0,UP East
893,VODAFONE,4G,upload,161,-73.0,UP East
894,VODAFONE,4G,upload,886,,UP East
895,VODAFONE,4G,upload,690,-75.0,UP East
896,VODAFONE,4G,upload,32,-77.0,UP East
897,VODAFONE,4G,upload,668,-71.0,UP East
898,VODAFONE,4G,upload,605,-71.0,UP East
899,VODAFONE,4G,upload,1267,-57.0,UP East
900,VODAFONE,4G,upload,674,-59.0,UP East
901,VODAFONE,4G,upload,784,-57.0,UP East
902,VODAFONE,4G,upload,340,-57.0,UP East
903,VODAFONE,4G,upload,1188,-57.0,UP East
904,VODAFONE,4G,upload,145,-61.0,UP East
905,VODAFONE,4G,upload,379,-59.0,UP East
906,VODAFONE,4G,upload,268,-59.0,UP East
907,VODAFONE,4G,upload,289,-51.0,UP East
908,VODAFONE,4G,upload,92,-57.0,UP East
909,VODAFONE,4G,upload,550,-57.0,UP East
910,VODAFONE,4G,upload,115,-57.0,UP East
911,VODAFONE,4G,upload,222,-59.0,UP East
912,VODAFONE,4G,upload,127,-59.0,UP East
913,VODAFONE,4G,upload,132,-61.0,UP East
914,VODAFONE,4G,upload,442,-55.0,UP East
915,VODAFONE,4G,upload,408,-57.0,UP East
916,VODAFONE,4G,upload,283,-57.0,UP East
917,VODAFONE,4G,upload,114,-53.0,UP East
918,VODAFONE,4G,upload,127,-55.0,UP East
919,VODAFONE,4G,upload,53,-73.0,UP East
920,VODAFONE,4G,upload,73,,UP East
921,VODAFONE,4G,upload,675,-71.0,UP East
922,VODAFONE,4G,upload,266,-67.0,UP East
923,VODAFONE,4G,upload,102,-67.0,UP East
924,VODAFONE,4G,upload,147,-75.0,UP East
925,VODAFONE,4G,upload,87,,UP East
926,VODAFONE,4G,upload,229,-67.0,UP East
927,VODAFONE,4G,upload,174,-71.0,UP East
928,VODAFONE,4G,upload,201,-69.0,UP East
929,VODAFONE,4G,upload,358,-75.0,UP East
930,VODAFONE,4G,upload,203,-75.0,UP East
931,VODAFONE,4G,upload,292,,UP East
932,VODAFONE,4G,upload,206,-73.0,UP East
933,VODAFONE,4G,upload,6774,-65.0,UP East
934,VODAFONE,4G,upload,1106,-73.0,UP East
935,VODAFONE,4G,upload,3666,-69.0,UP East
936,VODAFONE,4G,upload,56,,UP East
937,VODAFONE,4G,upload,62,-79.0,UP East
938,VODAFONE,4G,upload,67,,UP East
939,VODAFONE,4G,upload,1035,-71.0,UP East
940,VODAFONE,4G,upload,3122,-71.0,UP East
941,VODAFONE,4G,upload,553,-75.0,UP East
942,VODAFONE,4G,upload,2285,-69.0,UP East
943,JIO,4G,download,441,-83.0,Madhya Pradesh
944,JIO,4G,upload,30,-83.0,Madhya Pradesh
945,JIO,4G,download,80312,-57.0,Gujarat
946,JIO,4G,download,78307,-57.0,Gujarat
947,JIO,4G,upload,8299,-57.0,Gujarat
948,JIO,4G,upload,8264,-57.0,Gujarat
949,AIRTEL,4G,upload,10504,-97.0,Tamil Nadu
950,AIRTEL,4G,upload,4051,-108.0,Tamil Nadu
951,AIRTEL,4G,upload,5134,-105.0,Tamil Nadu
952,AIRTEL,4G,upload,11428,-100.0,Tamil Nadu
953,AIRTEL,4G,download,32171,-61.0,Gujarat
954,AIRTEL,4G,download,15279,-53.0,Gujarat
955,AIRTEL,4G,upload,8751,-63.0,Gujarat
956,AIRTEL,4G,upload,3640,-59.0,Gujarat
957,JIO,4G,download,9509,-67.0,Orissa
958,JIO,4G,upload,6741,-67.0,Orissa
959,JIO,4G,upload,2120,-59.0,Karnataka
960,JIO,4G,download,76145,-64.0,Rajasthan
961,JIO,4G,download,76411,-64.0,Rajasthan
962,JIO,4G,upload,5055,-64.0,Rajasthan
963,JIO,4G,upload,7454,-64.0,Rajasthan
964,JIO,4G,download,1814,-106.0,Karnataka
965,JIO,4G,upload,968,-105.0,Karnataka
966,JIO,4G,download,49265,-57.0,UP West
967,JIO,4G,upload,8286,-57.0,UP West
968,AIRTEL,4G,download,1821,-103.0,Rajasthan
969,AIRTEL,4G,upload,1619,-103.0,Rajasthan
970,JIO,4G,download,9463,-87.0,Karnataka
971,JIO,4G,download,7387,-73.0,Karnataka
972,JIO,4G,download,3270,-65.0,Karnataka
973,JIO,4G,download,8518,-59.0,Karnataka
974,JIO,4G,download,2981,-87.0,Karnataka
975,JIO,4G,download,1201,-99.0,Karnataka
976,JIO,4G,download,11503,-65.0,Karnataka
977,JIO,4G,download,9512,-67.0,Karnataka
978,JIO,4G,download,938,-71.0,Karnataka
979,JIO,4G,download,331,-89.0,Karnataka
980,JIO,4G,download,1002,-87.0,Karnataka
981,JIO,4G,download,1671,-87.0,Karnataka
982,JIO,4G,upload,77,-87.0,Karnataka
983,JIO,4G,upload,1515,-73.0,Karnataka
984,JIO,4G,upload,662,-65.0,Karnataka
985,JIO,4G,upload,2058,-59.0,Karnataka
986,JIO,4G,upload,553,-87.0,Karnataka
987,JIO,4G,upload,134,-99.0,Karnataka
988,JIO,4G,upload,1290,-65.0,Karnataka
989,JIO,4G,upload,643,-69.0,Karnataka
990,JIO,4G,upload,121,-73.0,Karnataka
991,JIO,4G,upload,30,-89.0,Karnataka
992,JIO,4G,upload,43,-89.0,Karnataka
993,JIO,4G,upload,240,-87.0,Karnataka
994,JIO,4G,upload,7917,-71.0,Rajasthan
995,JIO,4G,upload,9028,-71.0,Rajasthan
996,JIO,4G,upload,8723,-71.0,Rajasthan
997,JIO,4G,download,80672,-60.0,UP West
998,JIO,4G,upload,8455,-60.0,UP West
999,AIRTEL,4G,download,9779,-51.0,Delhi
1000,AIRTEL,4G,download,6362,-51.0,Delhi
1001,AIRTEL,4G,upload,1769,-51.0,Delhi
1002,AIRTEL,4G,upload,6566,-51.0,Delhi
1003,IDEA,4G,upload,10695,-105.0,Maharashtra
1004,JIO,4G,download,70433,-64.0,Orissa
1005,JIO,4G,upload,8702,-64.0,Orissa
1006,JIO,4G,download,12180,-110.0,Kerala
1007,JIO,4G,upload,735,,Kerala
1008,JIO,4G,download,31037,-62.0,Rajasthan
1009,CELLONE,3G,download,2562,,Karnataka
1010,CELLONE,3G,download,2277,,Karnataka
1011,CELLONE,3G,download,907,,Karnataka
1012,CELLONE,3G,download,938,,Karnataka
1013,CELLONE,3G,download,815,,Karnataka
1014,CELLONE,3G,download,1904,,Karnataka
1015,CELLONE,3G,download,2634,,Karnataka
1016,CELLONE,3G,download,4302,,Karnataka
1017,CELLONE,3G,download,2446,,Karnataka
1018,CELLONE,3G,download,4112,,Karnataka
1019,CELLONE,3G,download,1921,,Karnataka
1020,CELLONE,3G,download,8906,,Karnataka
1021,CELLONE,3G,download,8842,,Karnataka
1022,CELLONE,3G,download,2632,,Karnataka
1023,CELLONE,3G,download,4523,,Karnataka
1024,CELLONE,3G,download,4521,,Karnataka
1025,CELLONE,3G,download,5124,,Karnataka
1026,CELLONE,3G,download,5154,,Karnataka
1027,CELLONE,3G,download,4156,,Karnataka
1028,CELLONE,3G,download,4529,,Karnataka
1029,CELLONE,3G,download,2646,,Karnataka
1030,CELLONE,3G,download,930,,Karnataka
1031,CELLONE,3G,download,1701,,Karnataka
1032,CELLONE,3G,download,1079,,Karnataka
1033,CELLONE,3G,download,1530,,Karnataka
1034,CELLONE,3G,download,566,,Karnataka
1035,CELLONE,3G,download,1120,,Karnataka
1036,CELLONE,3G,download,688,,Karnataka
1037,CELLONE,3G,upload,999,,Karnataka
1038,CELLONE,3G,upload,1121,,Karnataka
1039,CELLONE,3G,upload,265,,Karnataka
1040,CELLONE,3G,upload,1045,,Karnataka
1041,CELLONE,3G,upload,426,,Karnataka
1042,CELLONE,3G,upload,229,,Karnataka
1043,CELLONE,3G,upload,920,,Karnataka
1044,CELLONE,3G,upload,919,,Karnataka
1045,CELLONE,3G,upload,602,,Karnataka
1046,CELLONE,3G,upload,358,,Karnataka
1047,CELLONE,3G,upload,255,,Karnataka
1048,CELLONE,3G,upload,1783,,Karnataka
1049,CELLONE,3G,upload,941,,Karnataka
1050,CELLONE,3G,upload,34,,Karnataka
1051,CELLONE,3G,upload,179,,Karnataka
1052,CELLONE,3G,upload,877,,Karnataka
1053,CELLONE,3G,upload,483,,Karnataka
1054,CELLONE,3G,upload,917,,Karnataka
1055,CELLONE,3G,upload,596,,Karnataka
1056,CELLONE,3G,upload,244,,Karnataka
1057,CELLONE,3G,upload,214,,Karnataka
1058,CELLONE,3G,upload,642,,Karnataka
1059,CELLONE,3G,upload,527,,Karnataka
1060,CELLONE,3G,upload,268,,Karnataka
1061,CELLONE,3G,upload,346,,Karnataka
1062,CELLONE,3G,upload,257,,Karnataka
1063,CELLONE,3G,upload,648,,Karnataka
1064,CELLONE,3G,upload,250,,Karnataka
1065,AIRTEL,4G,download,11365,-101.0,Maharashtra
1066,JIO,4G,download,966,-87.0,Kerala
1067,JIO,4G,download,4475,-81.0,Kerala
1068,JIO,4G,upload,24,-87.0,Kerala
1069,JIO,4G,upload,1367,-81.0,Kerala
1070,JIO,4G,download,61161,-71.0,Gujarat
1071,JIO,4G,download,63089,-71.0,Gujarat
1072,JIO,4G,upload,4469,-71.0,Gujarat
1073,JIO,4G,upload,4717,-71.0,Gujarat
1074,AIRTEL,4G,download,994,-89.0,Andhra Pradesh
1075,AIRTEL,4G,download,5325,-104.0,Andhra Pradesh
1076,AIRTEL,4G,upload,2,-89.0,Andhra Pradesh
1077,AIRTEL,4G,upload,2131,-104.0,Andhra Pradesh
1078,JIO,4G,download,4841,-95.0,UP West
1079,JIO,4G,upload,510,-95.0,UP West
1080,IDEA,4G,download,3290,,Maharashtra
1081,JIO,4G,download,75667,-73.0,UP West
1082,JIO,4G,upload,7100,-73.0,UP West
1083,JIO,4G,download,80258,-71.0,Rajasthan
1084,JIO,4G,download,1474,-51.0,Himachal Pradesh
1085,JIO,4G,download,10531,-55.0,Himachal Pradesh
1086,JIO,4G,upload,2067,-51.0,Himachal Pradesh
1087,JIO,4G,upload,4959,-55.0,Himachal Pradesh
1088,JIO,4G,download,42004,-108.0,UP East
1089,JIO,4G,upload,9196,-108.0,UP East
1090,JIO,4G,download,4002,-107.0,Rajasthan
1091,JIO,4G,upload,3346,-107.0,Rajasthan
1092,JIO,4G,download,6376,-93.0,UP East
1093,JIO,4G,upload,637,-93.0,UP East
1094,VODAFONE,4G,download,8663,-51.0,Chennai
1095,VODAFONE,4G,upload,12967,-51.0,Chennai
1096,AIRTEL,4G,download,33394,-89.0,Bihar
1097,AIRTEL,4G,download,29563,-89.0,Bihar
1098,AIRTEL,4G,download,50515,-88.0,Bihar
1099,AIRTEL,4G,download,15213,-105.0,Bihar
1100,AIRTEL,4G,download,5651,-89.0,Bihar
1101,AIRTEL,4G,download,1878,-91.0,Bihar
1102,AIRTEL,4G,download,1764,-91.0,Bihar
1103,AIRTEL,4G,download,358,-101.0,Bihar
1104,AIRTEL,4G,download,467,-95.0,Bihar
1105,JIO,4G,download,3651,-69.0,Bihar
1106,IDEA,4G,download,2767,-51.0,Bihar
1107,JIO,4G,download,1101,-51.0,Bihar
1108,JIO,4G,download,623,-51.0,Bihar
1109,IDEA,4G,download,10,-51.0,Bihar
1110,IDEA,4G,download,1366,-51.0,Bihar
1111,JIO,4G,download,1788,-51.0,Bihar
1112,JIO,4G,upload,157,-65.0,Bihar
